won,queue
SR188221437,abu
SR188221551,abu
SR188224778,abu
SR188225262,abu
SR188226309,abu
SR188226437,abu
SR188227025,abu
SR188227316,abu
SR188227733,abu
SR188228608,abu
SR188228816,abu
SR188228926,abu
SR188229173,abu
SR188229665,abu
SR188229935,abu
SR188230844,abu
SR188230909,abu
SR188231082,abu
SR188231218,abu
SR188231269,abu
SR188231443,abu
SR188231449,abu
SR188231463,abu
SR188231580,abu
SR188231625,abu
SR188231823,abu
SR188231928,abu
SR188232498,abu
SR188232503,abu
SR188232980,abu
SR188233657,abu
SR188233826,abu
SR188233876,abu
SR188234064,abu
SR188234225,abu
SR188234529,abu
SR188235839,abu
SR188235953,abu
SR188237060,abu
SR188237554,abu
SR188237860,abu
SR188237900,abu
SR188237930,abu
SR188237993,abu
SR188238044,abu
SR188244939,abu
SR188246325,apj
SR188250016,apj
SR188250551,apj
SR188252313,apj
SR188252589,emea
SR188253374,apj
SR188253521,emea
SR188253933,emea
SR188253984,emea
SR188254707,apj
SR188254965,emea
SR188255167,apj
SR188255967,emea
SR188256465,emea
SR188257765,emea
SR188258093,emea
SR188258172,apj
SR188260476,emea
SR188260492,emea
SR188261283,apj
SR188261600,emea
SR188261889,emea
SR188262155,emea
SR188262639,emea
SR188263143,emea
SR188263569,apj
SR188263931,emea
SR188264346,emea
SR188264635,apj
SR188265293,apj
SR188265323,apj
SR188266996,emea
SR188267771,emea
SR188267889,emea
SR188268745,apj
SR188269091,emea
SR188269431,emea
SR188270052,emea
SR188270327,apj
SR188270894,emea
SR188271315,emea
SR188271429,emea
SR188272414,apj
SR188273174,emea
SR188273523,emea
SR188273870,emea
SR188274087,emea
SR188274975,emea
SR188277361,abu
SR188279468,abu
SR188280838,abu
SR188283675,abu
SR188283916,abu
SR188284011,abu
SR188284094,abu
SR188284836,abu
SR188285118,abu
SR188285729,abu
SR188286310,abu
SR188287028,abu
SR188287352,abu
SR188287382,abu
SR188287513,abu
SR188287573,abu
SR188288194,abu
SR188288769,abu
SR188290328,abu
SR188290614,abu
SR188290809,abu
SR188290881,abu
SR188290914,abu
SR188291473,abu
SR188292264,abu
SR188292843,abu
SR188293417,abu
SR188293557,abu
SR188293588,abu
SR188293934,abu
SR188294102,abu
SR188294332,abu
SR188294373,abu
SR188294544,abu
SR188294860,abu
SR188294913,abu
SR188295133,abu
SR188295194,abu
SR188295414,abu
SR188295649,abu
SR188295701,abu
SR188295703,abu
SR188296003,abu
SR188296057,abu
SR188296128,abu
SR188296153,abu
SR188296195,abu
SR188296291,abu
SR188296852,apj
SR188298124,abu
SR188298395,abu
SR188298442,abu
SR188298489,abu
SR188298866,abu
SR188298948,abu
SR188299338,abu
SR188299349,abu
SR188299671,abu
SR188300838,abu
SR188308391,apj
SR188313368,apj
SR188315603,abu
SR188317932,abu
SR188350178,emea
SR188357633,emea
SR188362452,apj
SR188363635,emea
SR188363635,emea
SR188365984,apj
SR188366224,apj
SR188374133,apj
SR188375474,apj
SR188381069,emea
SR188384898,emea
SR188386288,emea
SR188387448,apj
SR188396320,abu
SR188399507,emea
SR188402609,apj
SR188404797,abu
SR188404805,abu
SR188405768,abu
SR188406204,abu
SR188406416,abu
SR188406701,abu
SR188406834,abu
SR188407257,abu
SR188408650,abu
SR188408886,abu
SR188408911,abu
SR188409442,abu
SR188409691,abu
SR188409746,abu
SR188409854,abu
SR188410813,abu
SR188411036,abu
SR188411743,abu
SR188412339,abu
SR188412502,abu
SR188412520,abu
SR188412711,abu
SR188412733,abu
SR188412826,abu
SR188413075,abu
SR188413095,abu
SR188413564,abu
SR188414523,abu
SR188415031,abu
SR188416301,abu
SR188416398,abu
SR188416597,abu
SR188416845,abu
SR188416851,abu
SR188417246,abu
SR188417558,abu
SR188417644,abu
SR188418683,abu
SR188419291,abu
SR188419298,abu
SR188419342,abu
SR188419704,abu
SR188420187,abu
SR188420636,abu
SR188420684,abu
SR188440187,emea
SR188440187,emea
SR188455597,emea
SR188457018,emea
SR188459729,emea
SR188469546,apj
SR188476628,emea
SR188477170,emea
SR188487124,emea
SR188504067,apj
SR188507318,emea
SR188507765,apj
SR188510106,apj
SR188510505,emea
SR188510941,apj
SR188512360,emea
SR188512509,apj
SR188512535,emea
SR188512697,emea
SR188514314,apj
SR188515379,emea
SR188515916,emea
SR188516591,emea
SR188519236,apj
SR188519470,emea
SR188521553,emea
SR188522615,apj
SR188523800,emea
SR188524366,emea
SR188526210,emea
SR188526274,emea
SR188526807,emea
SR188526865,emea
SR188526970,apj
SR188527543,emea
SR188528418,apj
SR188528531,apj
SR188528609,apj
SR188528636,apj
SR188528723,apj
SR188528839,apj
SR188528981,apj
SR188529011,apj
SR188529227,apj
SR188529794,apj
SR188529999,apj
SR188530248,apj
SR188531221,emea
SR188531248,emea
SR188531296,emea
SR188531304,apj
SR188532941,emea
SR188533803,emea
SR188534603,emea
SR188535786,emea
SR188536894,emea
SR188537013,emea
SR188538184,emea
SR188538841,apj
SR188540337,abu
SR188540603,abu
SR188542598,apj
SR188543851,abu
SR188545003,abu
SR188547511,abu
SR188547511,abu
SR188548555,abu
SR188548707,abu
SR188549348,abu
SR188549437,emea
SR188549508,abu
SR188550166,abu
SR188550743,abu
SR188550793,abu
SR188550793,emea
SR188550868,abu
SR188551383,abu
SR188551466,abu
SR188551708,abu
SR188552182,apj
SR188552192,abu
SR188552839,abu
SR188554805,abu
SR188555058,abu
SR188555161,abu
SR188555229,abu
SR188555382,abu
SR188555793,abu
SR188555827,abu
SR188555986,abu
SR188556415,abu
SR188556511,abu
SR188556835,abu
SR188556915,abu
SR188558353,abu
SR188558654,abu
SR188559283,abu
SR188559793,abu
SR188560413,abu
SR188560699,abu
SR188560971,abu
SR188561011,abu
SR188561133,abu
SR188561318,abu
SR188561555,emea
SR188562119,abu
SR188562954,abu
SR188563198,abu
SR188563533,abu
SR188563533,abu
SR188563589,abu
SR188563887,abu
SR188564182,abu
SR188564191,abu
SR188564450,abu
SR188564607,abu
SR188564756,abu
SR188565209,abu
SR188566933,abu
SR188567082,abu
SR188567085,abu
SR188567095,abu
SR188567358,abu
SR188567950,abu
SR188567992,abu
SR188568127,abu
SR188568143,abu
SR188568185,abu
SR188568198,abu
SR188568207,abu
SR188568467,abu
SR188580852,apj
SR188581614,emea
SR188583084,emea
SR188583918,abu
SR188583960,apj
SR188585698,emea
SR188586999,apj
SR188588070,abu
SR188588080,apj
SR188588080,apj
SR188588464,emea
SR188592062,emea
SR188592925,emea
SR188592925,emea
SR188595756,emea
SR188597582,emea
SR188598281,emea
SR188598798,apj
SR188600364,emea
SR188600374,apj
SR188600540,emea
SR188600574,emea
SR188600593,emea
SR188600714,apj
SR188600988,apj
SR188601365,emea
SR188601684,apj
SR188601749,apj
SR188601795,apj
SR188601802,emea
SR188601987,apj
SR188602050,emea
SR188603430,emea
SR188603763,emea
SR188604029,apj
SR188604868,emea
SR188605429,apj
SR188605526,emea
SR188607008,emea
SR188608745,apj
SR188610665,emea
SR188611491,emea
SR188611862,abu
SR188612308,abu
SR188614255,abu
SR188615489,abu
SR188616035,abu
SR188616207,abu
SR188616567,abu
SR188617965,abu
SR188619046,emea
SR188619046,emea
SR188619188,abu
SR188619582,abu
SR188619854,abu
SR188620984,abu
SR188621139,abu
SR188621883,abu
SR188621950,abu
SR188622007,abu
SR188622554,abu
SR188623083,abu
SR188623410,apj
SR188623945,abu
SR188624416,abu
SR188624614,abu
SR188624787,abu
SR188624995,abu
SR188626679,abu
SR188627224,abu
SR188627757,abu
SR188627866,abu
SR188628259,abu
SR188629054,abu
SR188629137,abu
SR188629692,abu
SR188630740,abu
SR188631156,abu
SR188631543,abu
SR188632233,abu
SR188632793,abu
SR188633631,abu
SR188634128,abu
SR188634358,abu
SR188634555,abu
SR188634595,abu
SR188634881,abu
SR188635075,abu
SR188635331,abu
SR188635862,abu
SR188636087,abu
SR188636141,abu
SR188636724,abu
SR188636884,abu
SR188637284,abu
SR188637414,abu
SR188637667,abu
SR188637916,abu
SR188637935,abu
SR188638265,abu
SR188638279,abu
SR188638625,abu
SR188638926,abu
SR188638976,abu
SR188639505,abu
SR188640202,abu
SR188640366,abu
SR188640380,abu
SR188651904,apj
SR188652464,apj
SR188652777,emea
SR188653948,apj
SR188653948,apj
SR188655381,apj
SR188655948,apj
SR188656905,emea
SR188656984,emea
SR188658038,apj
SR188658629,apj
SR188659196,emea
SR188659203,apj
SR188659381,apj
SR188659586,apj
SR188659626,emea
SR188660133,apj
SR188660197,emea
SR188661692,emea
SR188661896,apj
SR188662163,apj
SR188662373,apj
SR188662475,apj
SR188662594,emea
SR188664363,emea
SR188664928,apj
SR188665465,emea
SR188665767,emea
SR188666667,apj
SR188666718,emea
SR188666733,emea
SR188668588,apj
SR188668756,emea
SR188669279,apj
SR188669557,apj
SR188669574,emea
SR188669932,apj
SR188670736,emea
SR188670736,emea
SR188670869,emea
SR188671281,emea
SR188671281,emea
SR188671624,apj
SR188671680,apj
SR188671782,apj
SR188671800,apj
SR188671924,apj
SR188671991,emea
SR188672269,emea
SR188672417,apj
SR188672595,emea
SR188672676,apj
SR188672856,apj
SR188673075,apj
SR188673300,apj
SR188673532,emea
SR188673890,apj
SR188674164,apj
SR188674291,apj
SR188674341,apj
SR188674439,emea
SR188674458,emea
SR188674852,emea
SR188675021,emea
SR188675052,apj
SR188675956,emea
SR188676258,emea
SR188676738,emea
SR188678028,emea
SR188678081,emea
SR188678081,emea
SR188680134,emea
SR188681078,abu
SR188681888,emea
SR188682514,abu
SR188685803,abu
SR188685924,abu
SR188686648,abu
SR188686935,abu
SR188687427,abu
SR188687628,abu
SR188688730,abu
SR188688963,abu
SR188690125,abu
SR188690524,abu
SR188690740,abu
SR188691535,abu
SR188691692,abu
SR188692592,abu
SR188692639,abu
SR188693122,abu
SR188693593,abu
SR188693796,abu
SR188694313,abu
SR188694982,abu
SR188695568,abu
SR188695698,abu
SR188696862,abu
SR188696956,abu
SR188697366,abu
SR188697960,abu
SR188698080,abu
SR188698387,abu
SR188698415,abu
SR188698494,abu
SR188698749,abu
SR188699253,abu
SR188699368,abu
SR188700203,abu
SR188701125,abu
SR188701454,abu
SR188701706,abu
SR188702003,abu
SR188702069,abu
SR188702283,abu
SR188702283,abu
SR188702682,abu
SR188702853,abu
SR188703191,abu
SR188703631,abu
SR188704027,abu
SR188704138,abu
SR188704357,abu
SR188705823,abu
SR188706047,abu
SR188706320,abu
SR188706537,abu
SR188706614,abu
SR188707553,abu
SR188707582,abu
SR188707773,abu
SR188707786,abu
SR188707786,abu
SR188707895,abu
SR188707949,abu
SR188733438,apj
SR188733649,emea
SR188733649,emea
SR188747470,apj
SR188750019,apj
SR188750532,apj
SR188754521,apj
SR188755365,emea
SR188755489,apj
SR188755518,apj
SR188755996,emea
SR188756019,emea
SR188756134,apj
SR188757790,emea
SR188758451,emea
SR188759821,apj
SR188762421,emea
SR188762605,apj
SR188762681,emea
SR188763313,emea
SR188764208,emea
SR188765714,emea
SR188766091,apj
SR188766669,emea
SR188766697,emea
SR188768457,emea
SR188769652,apj
SR188771272,apj
SR188771326,emea
SR188773469,apj
SR188773789,emea
SR188774499,emea
SR188774593,apj
SR188774698,apj
SR188774826,apj
SR188774879,apj
SR188774970,apj
SR188775802,apj
SR188775869,emea
SR188775980,emea
SR188775988,apj
SR188776593,apj
SR188777215,emea
SR188777495,apj
SR188777745,emea
SR188777788,emea
SR188780253,emea
SR188781264,emea
SR188782120,emea
SR188784003,emea
SR188784493,emea
SR188784860,abu
SR188784881,emea
SR188784881,emea
SR188785477,emea
SR188785890,abu
SR188786036,emea
SR188786192,emea
SR188786252,abu
SR188787049,apj
SR188787278,emea
SR188787484,emea
SR188788392,emea
SR188793028,abu
SR188795162,abu
SR188795821,abu
SR188797816,abu
SR188797942,abu
SR188798524,abu
SR188798759,abu
SR188799738,abu
SR188800052,abu
SR188800383,abu
SR188801111,abu
SR188801231,abu
SR188801343,abu
SR188802004,emea
SR188802488,abu
SR188804413,abu
SR188805225,abu
SR188805454,abu
SR188806121,abu
SR188806419,abu
SR188807051,abu
SR188807407,abu
SR188807426,abu
SR188807938,abu
SR188808426,abu
SR188808613,abu
SR188809197,abu
SR188809593,abu
SR188809643,abu
SR188809716,abu
SR188809927,abu
SR188810416,abu
SR188810578,abu
SR188810759,abu
SR188811133,abu
SR188811476,abu
SR188811669,abu
SR188812003,abu
SR188812146,abu
SR188812298,abu
SR188812681,abu
SR188812792,abu
SR188812802,emea
SR188813976,abu
SR188815110,abu
SR188815597,abu
SR188815663,abu
SR188816184,abu
SR188816681,abu
SR188816844,abu
SR188818386,abu
SR188818523,abu
SR188818712,abu
SR188819401,abu
SR188819441,abu
SR188819756,abu
SR188819910,abu
SR188819927,abu
SR188819974,abu
SR188820053,abu
SR188820088,abu
SR188820127,abu
SR188832431,apj
SR188833124,apj
SR188835345,apj
SR188835573,apj
SR188837186,apj
SR188837288,emea
SR188840783,emea
SR188841192,apj
SR188842076,apj
SR188843540,emea
SR188843643,emea
SR188845152,emea
SR188845152,emea
SR188845152,emea
SR188845662,emea
SR188846585,emea
SR188847581,emea
SR188849111,emea
SR188851862,emea
SR188851962,emea
SR188853730,emea
SR188854041,emea
SR188856466,emea
SR188857046,emea
SR188857168,apj
SR188857191,emea
SR188857234,apj
SR188857266,apj
SR188857440,apj
SR188857494,apj
SR188857516,apj
SR188857682,apj
SR188858154,emea
SR188858168,emea
SR188859009,apj
SR188859174,apj
SR188860112,apj
SR188860225,emea
SR188860331,apj
SR188863576,emea
SR188864493,emea
SR188864611,emea
SR188864705,emea
SR188865984,emea
SR188866335,emea
SR188867792,emea
SR188868040,emea
SR188868677,emea
SR188869991,emea
SR188870262,abu
SR188871161,emea
SR188874044,abu
SR188874109,abu
SR188875118,abu
SR188875411,abu
SR188876844,abu
SR188877698,abu
SR188879463,abu
SR188880607,abu
SR188880961,abu
SR188881579,abu
SR188881636,abu
SR188881936,abu
SR188882255,emea
SR188882565,abu
SR188882679,abu
SR188882738,abu
SR188882815,abu
SR188884835,abu
SR188885379,abu
SR188885379,abu
SR188885787,abu
SR188885971,abu
SR188886998,abu
SR188887585,abu
SR188888071,abu
SR188888264,abu
SR188888649,abu
SR188888737,abu
SR188889580,abu
SR188890290,abu
SR188890723,abu
SR188891132,abu
SR188891463,abu
SR188891539,abu
SR188891602,abu
SR188891919,abu
SR188892081,abu
SR188894075,abu
SR188894165,abu
SR188894192,abu
SR188894425,abu
SR188894469,abu
SR188894593,abu
SR188894759,abu
SR188896836,abu
SR188897921,abu
SR188898062,abu
SR188898339,abu
SR188898529,abu
SR188899675,abu
SR188899856,abu
SR188899879,abu
SR188899903,abu
SR188901216,abu
SR188901222,abu
SR188901514,abu
SR188901760,abu
SR188902039,abu
SR188902350,abu
SR188902416,abu
SR188915279,apj
SR188915605,apj
SR188917031,apj
SR188917113,apj
SR188918210,apj
SR188918380,apj
